P0,0,0,0
P1,0,0,0
P2,0,0,0
P3,0.1665001665001665,1,0.015991117074135343
P4,1.0178117048346056,2,0
P5,0.16644474034620507,1,0.015991117074135343
P6,0.33272334054233904,2,0.031982234148270686
P7,1.0167768174885612,2,0
P8,6.003001500750375,12,0
P9,1.3430330162283155,12,0.06396446829654137
P10,1.016260162601626,7,0.07995558537067671
P11,1.5052684395383844,3,0
P12,1.0193679918450562,2,0
P13,2.0232675771370765,4,0
P14,0.19958088015168146,2,0.029425075895483654
P15,0.19954105557218396,2,0.029425075895483654
P16,0.19964064683569574,2,0.029425075895483654
P17,1.5665212039834397,14,0.06396446829654137
P18,0.29036004645760743,2,0.031982234148270686
P19,2.1113457050783424,19,0.22387563903789476
P20,0.7834359261331841,7,0.06396446829654137
P21,0.8956560680698612,8,0.07995558537067671
P22,0.7267441860465116,5,0.07995558537067671
P23,0.66711140760507,2,0
P24,0.6655574043261231,2,0
P25,0.29048656499636893,2,0.031982234148270686
P26,0.5271481286241434,1,0
P27,0.499001996007984,2,0
P28,0.24968789013732834,1,0
P29,0.5813953488372093,4,0.06396446829654137
P30,0.24946987651241115,2,0.031982234148270686
P31,0.3741114852225963,3,0.04797335122240602
P32,0.12479720454261825,1,0.015991117074135343
P33,0.22363860002236388,2,0.031982234148270686
P34,0.22366360993066428,2,0.031982234148270686
P35,0.22358859698155395,2,0.031982234148270686
P36,1.1104941699056081,10,0.14392005366721808
P37,0.2236886254333967,2,0.031982234148270686
P38,1.3321492007104796,12,0.17590228781548878
P39,0.8911663139133341,8,0.12792893659308274
P40,0.5585344057193923,5,0.07995558537067671
P41,0.5587216448765225,5,0.07995558537067671
P42,0.6658528465209189,6,0.09594670244481204
P43,2.4384837064952336,22,0.33581345855684214
P44,1.6622340425531914,15,0.22387563903789476
P45,0.42777698559817484,3,0.04797335122240602
P46,0.3334074238719716,3,0.04797335122240602
P47,1.2227656736327255,11,0.17590228781548878
P48,0.998003992015968,9,0.14392005366721808
P49,0.7763975155279502,7,0.11193781951894738
