P0,0,0,0
P1,0,0,0
P2,0,0,0
P3,0,0,0
P4,0,0,0
P5,0,0,0
P6,0,0,0
P7,0,0,0
P8,0.11071744906997343,1,0.015991117074135343
P9,0,0,0
P10,0.33222591362126247,1,0
P11,0,0,0
P12,0,0,0
P13,0,0,0
P14,0,0,0
P15,0,0,0
P16,0.0996512207274539,1,0.014712537947741827
P17,0,0,0
P18,0,0,0
P19,0,0,0
P20,0,0,0
P21,0.12454851164528583,1,0.015991117074135343
P22,0,0,0
P23,0,0,0
P24,0,0,0
P25,0,0,0
P26,0,0,0
P27,0,0,0
P28,0,0,0
P29,0,0,0
P30,0.33211557622052473,2,0.031982234148270686
P31,0,0,0
P32,0,0,0
P33,0,0,0
P34,0.2847380410022779,2,0.031982234148270686
P35,0.14240956992309883,1,0.015991117074135343
P36,0,0,0
P37,0,0,0
P38,0,0,0
P39,0,0,0
P40,0,0,0
P41,0,0,0
P42,0,0,0
P43,0,0,0
P44,0.19924287706714486,1,0.015991117074135343
P45,0,0,0
P46,0,0,0
P47,0,0,0
P48,0,0,0
P49,0,0,0
