P0,0.666000666000666,2,0
P1,0.2495632642874969,2,0.015991117074135343
P2,0,0,0
P3,0,0,0
P4,0,0,0
P5,0,0,0
P6,0.1426126640045636,1,0.015991117074135343
P7,0,0,0
P8,0,0,0
P9,0,0,0
P10,0,0,0
P11,0,0,0
P12,0,0,0
P13,0,0,0
P14,0.16633399866932802,1,0.015991117074135343
P15,0.16636167027116952,1,0.015991117074135343
P16,0,0,0
P17,0,0,0
P18,0,0,0
P19,0,0,0
P20,0,0,0
P21,0,0,0
P22,0,0,0
P23,1.001001001001001,1,0
P24,0,0,0
P25,0,0,0
P26,0,0,0
P27,0,0,0
P28,0.249500998003992,1,0
P29,0,0,0
P30,0,0,0
P31,0,0,0
P32,0,0,0
P33,0.11087703736556159,1,0.015991117074135343
P34,0,0,0
P35,0,0,0
P36,0,0,0
P37,0,0,0
P38,0,0,0
P39,0.09977052778609198,1,0.014712537947741827
P40,0,0,0
P41,0,0,0
P42,0,0,0
P43,0,0,0
P44,0,0,0
P45,0,0,0
P46,0,0,0
P47,0,0,0
P48,0,0,0
P49,0,0,0
